Id,SalePrice
1608,226251.453125
1609,174754.28125
1610,159113.046875
1611,155188.1875
1612,210657.234375
1613,173141.328125
1614,117462.0234375
1615,92251.828125
1616,77955.4140625
1617,91871.2265625
1618,128122.546875
1619,139339.390625
1620,196030.234375
1621,148466.125
1622,150365.4375
1623,280124.3125
1624,239060.375
1625,114346.2578125
1626,176068.5625
1627,184286.0625
1628,267044.03125
1629,171947.21875
1630,361362.75
1631,207685.515625
1632,247117.71875
1633,166767.53125
1634,188448.015625
1635,181042.0625
1636,163738.140625
1637,196678.90625
1638,203738.578125
1639,191896.28125
1640,223736.96875
1641,180498.515625
1642,234670.875
1643,211368.28125
1644,226091.5
1645,202603.640625
1646,161033.0625
1647,158796.765625
1648,140708.03125
1649,134493.90625
1650,111289.9765625
1651,130493.984375
1652,101073.046875
1653,101026.703125
1654,149026.71875
1655,142135.03125
1656,152521.96875
1657,147019.953125
1658,158108.671875
1659,122596.265625
1660,152205.671875
1661,460311.75
1662,366354.15625
1663,423548.09375
1664,512191.65625
1665,352569.375
1666,344335.71875
1667,411874.25
1668,342702.71875
1669,310647.21875
1670,362871.40625
1671,273156.46875
1672,495749.90625
1673,287229.84375
1674,254448.953125
1675,201733.71875
1676,198320.21875
1677,207838.46875
1678,481656.34375
1679,402689.28125
1680,321588.09375
1681,268987.75
1682,313829.875
1683,172567.96875
1684,173745.4375
1685,177866.53125
1686,165407.671875
1687,158319.171875
1688,189366.3125
1689,191690.578125
1690,185189.78125
1691,172634.90625
1692,300710.15625
1693,167479.46875
1694,178024.296875
1695,157623.515625
1696,282779.75
1697,164141.21875
1698,347287.5
1699,327543.78125
1700,247456.265625
1701,264617
1702,243023.390625
1703,244472.109375
1704,299213.28125
1705,255530.21875
1706,438541.0625
1707,236411.640625
1708,201501.09375
1709,254913.84375
1710,215153.875
1711,263377.3125
1712,227474.703125
1713,292729.0625
1714,221688.578125
1715,193866.921875
1716,190669.1875
1717,179447.6875
1718,139252.265625
1719,199519
1720,234119.515625
1721,160582.265625
1722,132479.890625
1723,160689.59375
1724,215859.234375
1725,230449.890625
1726,190960.953125
1727,170293.265625
1728,167505.53125
1729,165261.609375
1730,152668.671875
1731,122006.859375
1732,134491.6875
1733,119542.8125
1734,127936.484375
1735,132004.25
1736,124394.78125
1737,313292.71875
1738,211631.140625
1739,347193.15625
1740,224295.140625
1741,208481.65625
1742,172524.1875
1743,176323.09375
1744,275759.9375
1745,223286.765625
1746,217374.0625
1747,214717.234375
1748,228032.84375
1749,160655.921875
1750,131097.15625
1751,231207.578125
1752,121345.3125
1753,148270.484375
1754,189285.015625
1755,168360.28125
1756,114256.9765625
1757,123475.34375
1758,155123.640625
1759,146894.765625
1760,163849.5
1761,137840.875
1762,167169
1763,177827.671875
1764,121206.0390625
1765,177353.421875
1766,165606.03125
1767,219006.1875
1768,146095.015625
1769,165029.125
1770,141222.734375
1771,130006.265625
1772,149821.640625
1773,145549.828125
1774,134758.4375
1775,134985.640625
1776,126664.5703125
1777,117154.1015625
1778,151477.28125
1779,119820.9140625
1780,157685.859375
1781,134962.5
1782,106180.25
1783,146357.109375
1784,114240.328125
1785,130384.546875
1786,172631.53125
1787,159879
1788,70993.4296875
1789,92981.359375
1790,100823.6328125
1791,202072.1875
1792,155814.53125
1793,116998.9765625
1794,132601.484375
1795,137164.65625
1796,145929.21875
1797,115670.6015625
1798,127637.9140625
1799,112368.7265625
1800,139216.8125
1801,136582.03125
1802,131218.75
1803,146903.265625
1804,147283.796875
1805,136706.71875
1806,117446.7109375
1807,123609.734375
1808,109791.59375
1809,132798.609375
1810,145463.203125
1811,106468.828125
1812,112400.2578125
1813,117946.6796875
1814,94431.453125
1815,64558.328125
1816,98678.25
1817,137165.78125
1818,161848.84375
1819,128990.9296875
1820,57429.671875
1821,118733.046875
1822,153874.515625
1823,47556.91796875
1824,132007.390625
1825,136939
1826,113551.53125
1827,107511.125
1828,137051.9375
1829,110209.953125
1830,138762.578125
1831,150962.390625
1832,97268.2109375
1833,157443.5
1834,139110.953125
1835,139638.796875
1836,127327.765625
1837,90780.7265625
1838,110690.421875
1839,93062.671875
1840,164522.015625
1841,143129.453125
1842,99125.7109375
1843,124310.9296875
1844,138224
1845,138217.9375
1846,163832.8125
1847,157576.015625
1848,74260.765625
1849,124685.8203125
1850,125229.953125
1851,152905.65625
1852,135486.453125
1853,146834.46875
1854,154474.3125
1855,158064.75
1856,216767.859375
1857,182423.140625
1858,151488.640625
1859,121251.2578125
1860,155849.765625
1861,118509.5
1862,351953.75
1863,317284.78125
1864,318597.5625
1865,313171.90625
1866,323895.9375
1867,243398.046875
1868,309602.65625
1869,206233.4375
1870,229964.5
1871,272928.90625
1872,174218.03125
1873,223470.34375
1874,134529.140625
1875,213436.78125
1876,194406.78125
1877,221787.6875
1878,202314.6875
1879,133109.234375
1880,130806.9765625
1881,261236.109375
1882,237879.453125
1883,191760.625
1884,212868.40625
1885,254238.125
1886,311642.5
1887,215566.984375
1888,314604.1875
1889,169911.40625
1890,128195.765625
1891,141389.203125
1892,109603.4453125
1893,128700.8671875
1894,128241.3203125
1895,140152.96875
1896,127880.2890625
1897,129297.5859375
1898,115465.25
1899,145175.3125
1900,133536.734375
1901,160759.03125
1902,160476.453125
1903,197853.828125
1904,148212.1875
1905,181696.234375
1906,156855.1875
1907,194460.984375
1908,120249.7421875
1909,137750.3125
1910,124168.15625
1911,211098.78125
1912,300058.5
1913,176252.96875
1914,60763.125
1915,364727.71875
1916,62729.15234375
1917,256392.765625
1918,130234.1484375
1919,153712.375
1920,167772.15625
1921,416869.375
1922,356293.84375
1923,230321.546875
1924,213846.328125
1925,214253.640625
1926,427507.125
1927,127783.671875
1928,166198.546875
1929,124120.40625
1930,126290.125
1931,134677.90625
1932,148688.59375
1933,170267.59375
1934,178527.359375
1935,176744
1936,187464
1937,174322.59375
1938,185775.328125
1939,239954.5625
1940,192942.484375
1941,170087.3125
1942,182933.734375
1943,206192.421875
1944,392775.28125
1945,388332.65625
1946,167784
1947,337840.5625
1948,172900.15625
1949,259679.953125
1950,164186.921875
1951,247581.78125
1952,234207.015625
1953,155828.6875
1954,166485.875
1955,132255.78125
1956,306383.1875
1957,161335.53125
1958,294200.09375
1959,135365.78125
1960,113637.78125
1961,125204.171875
1962,99911.4765625
1963,104443.6953125
1964,113012.3125
1965,155611.546875
1966,140194.3125
1967,313926.96875
1968,492649.96875
1969,406091.625
1970,448070.625
1971,439290
1972,389916.625
1973,249791.3125
1974,328510.75
1975,476846.125
1976,261737.5
1977,369047.09375
1978,408083.5
1979,274314.59375
1980,187086.84375
1981,330932.15625
1982,219903.171875
1983,200458.953125
1984,177983
1985,211248.421875
1986,213885.28125
1987,182488.25
1988,174582.140625
1989,195446.234375
1990,225307.625
1991,224676.921875
1992,203245.46875
1993,169241.984375
1994,227536.046875
1995,169032.953125
1996,312050.21875
1997,323162.25
1998,350401.8125
1999,267610.3125
2000,314957.96875
2001,290581.375
2002,276675.6875
2003,242956.546875
2004,263317.1875
2005,239208.15625
2006,213081.09375
2007,251095.875
2008,212201.5625
2009,192713.078125
2010,188507
2011,141936.171875
2012,178349.453125
2013,188332.234375
2014,187683.734375
2015,194882.546875
2016,192827.859375
2017,197573.546875
2018,116770.375
2019,128796.1015625
2020,112053.3671875
2021,110350.140625
2022,194853.28125
2023,149113.515625
2024,261175.75
2025,338105.375
2026,174352.6875
2027,162273.078125
2028,170594.875
2029,180585.234375
2030,271025.53125
2031,232317.296875
2032,262630.59375
2033,256615.3125
2034,168255.765625
2035,207451.0625
2036,193610.6875
2037,197787.90625
2038,275945.84375
2039,201885.4375
2040,275077.125
2041,266481.90625
2042,195002
2043,177398.328125
2044,174486.453125
2045,203850.890625
2046,145084.953125
2047,150780.734375
2048,140583.734375
2049,136267.390625
2050,170701.734375
2051,112763.046875
2052,136113.53125
2053,149548.21875
2054,95250.21875
2055,157537.234375
2056,144941.8125
2057,122282.046875
2058,236137.84375
2059,136019.34375
2060,167689.796875
2061,167959.84375
2062,135940.046875
2063,112236.0546875
2064,142327.46875
2065,115394.015625
2066,166091.109375
2067,138237.453125
2068,129063.6171875
2069,83932.90625
2070,112617.09375
2071,104949.7421875
2072,142793.0625
2073,128709.4453125
2074,168261.859375
2075,138999.21875
2076,98761
2077,150093.234375
2078,131747.734375
2079,133677.625
2080,118593.6328125
2081,132878.765625
2082,129362.4453125
2083,139384.140625
2084,114897.0234375
2085,135556.625
2086,145105.515625
2087,127593.4921875
2088,118603.7421875
2089,86421.9453125
2090,132786.015625
2091,118909.515625
2092,128615
2093,148669.078125
2094,104126.078125
2095,142709.625
2096,92393.484375
2097,95671.9296875
2098,149993.53125
2099,76744.5546875
2100,114511.015625
2101,126075.3828125
2102,124572.515625
2103,102648.828125
2104,132601.9375
2105,127807.4296875
2106,89825.53125
2107,222592.640625
2108,117043.2265625
2109,123921.3515625
2110,132093.34375
2111,144979.9375
2112,137555.828125
2113,125319.4375
2114,107019.90625
2115,141628.28125
2116,111925.625
2117,142721.5
2118,123515.1953125
2119,102565.25
2120,119296.4375
2121,101418.65625
2122,105942.328125
2123,96266.1953125
2124,150287.9375
2125,136820.609375
2126,154733.453125
2127,136430.625
2128,133395.421875
2129,106854.453125
2130,141700.390625
2131,133657.359375
2132,125702.40625
2133,122000.7890625
2134,124715.515625
2135,89256.3515625
2136,81874.15625
2137,133768.796875
2138,131055.828125
2139,145848.125
2140,133813.828125
2141,149006.421875
2142,133793.046875
2143,151150.421875
2144,124710.7265625
2145,134076.609375
2146,143436.109375
2147,130210.390625
2148,138319.625
2149,138152.171875
2150,221829.671875
2151,117092.3359375
2152,171078.296875
2153,157812.03125
2154,111134.8671875
2155,130369.265625
2156,300017.40625
2157,228864.484375
2158,230807.546875
2159,207019.421875
2160,165235.71875
2161,248590.921875
2162,380258.40625
2163,334114.65625
2164,235211.203125
2165,196537.046875
2166,148105.140625
2167,214229.796875
2168,208533.625
2169,193236.28125
2170,216872.046875
2171,135484.53125
2172,130409.3828125
2173,164152.484375
2174,238831.203125
2175,280374.96875
2176,356328.3125
2177,267208.75
2178,209879.203125
2179,142276.359375
2180,256670.359375
2181,188856.3125
2182,230309.125
2183,196917.578125
2184,126118.7109375
2185,137829.671875
2186,136436.640625
2187,149221.09375
2188,151291.265625
2189,232865.71875
2190,83499.1796875
2191,85721.2421875
2192,99031.9609375
2193,108278.7421875
2194,105082.0625
2195,115201.2421875
2196,105966.4296875
2197,115637.734375
2198,142539.265625
2199,148350.4375
2200,135013.578125
2201,126461.3515625
2202,181253.671875
2203,162296.703125
2204,207317.359375
2205,134370.625
2206,142299.8125
2207,197215.078125
2208,241351.265625
2209,195869.5
2210,128010.3046875
2211,106158.625
2212,118001.6171875
2213,111362.296875
2214,126258.359375
2215,107340.8515625
2216,152582.140625
2217,62201.9453125
2218,78648.9375
2219,69929.59375
2220,51630.609375
2221,363131.75
2222,309746.15625
2223,306883.90625
2224,240160.359375
2225,118465.7890625
2226,208304.875
2227,195978.53125
2228,297447.1875
2229,244623.15625
2230,161370.09375
2231,230423.28125
2232,173078.90625
2233,176517.921875
2234,273039.46875
2235,250345.453125
2236,274061.53125
2237,377140.375
2238,208089.328125
2239,140558.984375
2240,160242.90625
2241,182752.984375
2242,127655.6796875
2243,139224.875
2244,105656.9453125
2245,106788.21875
2246,152986.265625
2247,108030.140625
2248,129734.015625
2249,131135.234375
2250,136778.859375
2251,133619.328125
2252,174792.09375
2253,152284.53125
2254,174865.984375
2255,188830.25
2256,180514.828125
2257,215071.53125
2258,163731.21875
2259,172224.5625
2260,129800.6640625
2261,188855.3125
2262,211280.734375
2263,376543.84375
2264,434800.3125
2265,155057
2266,306222.28125
2267,347182.09375
2268,425330.5625
2269,150868.21875
2270,174740.625
2271,205970.078125
2272,209923.53125
2273,171771.84375
2274,179912.03125
2275,137190.96875
2276,182593.234375
2277,183947.078125
2278,156354.578125
2279,121710.3203125
2280,123742.7109375
2281,175812.203125
2282,209459.734375
2283,100275.5546875
2284,104909.7421875
2285,141112.3125
2286,119302.0546875
2287,368480.5625
2288,274361.84375
2289,353043.21875
2290,473225.125
2291,344805.0625
2292,452345.34375
2293,481016.40625
2294,428619.375
2295,434270.875
2296,279711.125
2297,331158.875
2298,351708.40625
2299,409883.40625
2300,332787.1875
2301,332098.84375
2302,251932.03125
2303,231697.25
2304,232067.71875
2305,184539.875
2306,203091.484375
2307,197104
2308,216963.421875
2309,276378.28125
2310,205396.546875
2311,203785.515625
2312,191202.5625
2313,181525.03125
2314,168930.84375
2315,174052.6875
2316,223850.46875
2317,184245.71875
2318,180020.96875
2319,181068.21875
2320,189683.625
2321,234076.125
2322,169272.578125
2323,180874.734375
2324,169501.984375
2325,208989.25
2326,164956.21875
2327,219336.875
2328,236391.578125
2329,185715.15625
2330,176194.203125
2331,358591.6875
2332,381843.71875
2333,318379.28125
2334,274626.59375
2335,270955.59375
2336,335138.84375
2337,206080.53125
2338,293457.6875
2339,228519.078125
2340,392703.5
2341,217864.328125
2342,237689.875
2343,218453.765625
2344,254892.453125
2345,234831.359375
2346,209567.65625
2347,196798.421875
2348,233511.015625
2349,191134.421875
2350,317695.375
2351,243570.046875
2352,232246.1875
2353,303181.09375
2354,144429.109375
2355,157313.125
2356,158114.640625
2357,196376.40625
2358,200552.828125
2359,142095.046875
2360,125534.296875
2361,137188.328125
2362,260029.421875
2363,136320.203125
2364,144053.6875
2365,212066.390625
2366,184070.078125
2367,222829.796875
2368,239826.578125
2369,228607.453125
2370,170468.984375
2371,180118.09375
2372,195608.734375
2373,262362.875
2374,286747.4375
2375,243644.171875
2376,279173.71875
2377,299157.1875
2378,136881.96875
2379,204545.78125
2380,135683.84375
2381,169356.125
2382,199531.703125
2383,193641.59375
2384,244880.59375
2385,159345.6875
2386,134144.5625
2387,140412.421875
2388,121333.5390625
2389,126182.078125
2390,157532.375
2391,136689.53125
2392,115284.9296875
2393,157993.09375
2394,151130.59375
2395,207444.59375
2396,143701.828125
2397,208187.234375
2398,132743.1875
2399,63880.84375
2400,56474.65234375
2401,118766.328125
2402,145278.53125
2403,141677.59375
2404,144244.65625
2405,158826.546875
2406,139144.296875
2407,124192.8203125
2408,142446.015625
2409,130031.890625
2410,170746.1875
2411,115826.078125
2412,161983.015625
2413,141022.421875
2414,139455.625
2415,137022.046875
2416,113596.28125
2417,128247.8203125
2418,128179.671875
2419,124388.78125
2420,121160.1328125
2421,153802.34375
2422,105740.9921875
2423,141704.84375
2424,153341.65625
2425,323357.96875
2426,125262.953125
2427,139217.71875
2428,161938.828125
2429,112192.796875
2430,125689.8828125
2431,123590.0390625
2432,140776.875
2433,151305.078125
2434,145289.40625
2435,159008.625
2436,109593.921875
2437,117566.234375
2438,113323.8046875
2439,120330.8203125
2440,115844.4296875
2441,88463.2421875
2442,99007.8984375
2443,124056.3671875
2444,130715.078125
2445,105501.1484375
2446,144608.640625
2447,162917.765625
2448,143624.484375
2449,110441.1640625
2450,129076.3359375
2451,138969.1875
2452,176104.015625
2453,99354.28125
2454,127359.2890625
2455,124155.75
2456,137509.734375
2457,129515.4453125
2458,130779.9296875
2459,119828.2421875
2460,135871.421875
2461,120038.703125
2462,143949.140625
2463,123752.046875
2464,172486.390625
2465,133279.453125
2466,123060.25
2467,127077.1796875
2468,95017.6953125
2469,97797.0546875
2470,161280.90625
2471,196027.046875
2472,137530.4375
2473,118987.1328125
2474,90140.4296875
2475,190739.015625
2476,122667.78125
2477,117160.71875
2478,147861.5
2479,126301.546875
2480,151522.34375
2481,128797.234375
2482,132287.265625
2483,121360.703125
2484,128981.4453125
2485,129960.453125
2486,165792.359375
2487,207395.65625
2488,144730.546875
2489,135319.03125
2490,165909.25
2491,91334.1171875
2492,183170.796875
2493,155026.578125
2494,155222.90625
2495,108701.96875
2496,251146.15625
2497,151853.796875
2498,113057.5703125
2499,95605.0859375
2500,143881.921875
2501,141113.375
2502,148088.421875
2503,106736.9296875
2504,200931.046875
2505,222612.46875
2506,255858.75
2507,285769.78125
2508,259388.296875
2509,222060.984375
2510,220011.390625
2511,175150.78125
2512,220072.859375
2513,208346.265625
2514,257840.34375
2515,158947.953125
2516,170644.015625
2517,146181.359375
2518,162205.421875
2519,234216.46875
2520,214302.09375
2521,186538.34375
2522,216779.46875
2523,123807.5078125
2524,141137.90625
2525,145778.21875
2526,133912.90625
2527,115674.2421875
2528,135218.3125
2529,135576.53125
2530,127761.640625
2531,252101.359375
2532,214588.265625
2533,195666.703125
2534,238884.09375
2535,314342.875
2536,238035.34375
2537,215656.890625
2538,185525.109375
2539,180572.4375
2540,178031.3125
2541,175755.203125
2542,175530
2543,119665.890625
2544,131277.515625
2545,120393.609375
2546,134070.28125
2547,135648.578125
2548,166239.953125
2549,162148.078125
2550,322903.4375
2551,147879.046875
2552,119329.5859375
2553,86405.6015625
2554,117558.4765625
2555,113376.2421875
2556,109092.53125
2557,105464.75
2558,158980.84375
2559,131474.546875
2560,133276.171875
2561,133810.9375
2562,137197.734375
2563,152145.96875
2564,177099.84375
2565,136911.109375
2566,195981.203125
2567,138952.109375
2568,182212.359375
2569,206202.4375
2570,123279.140625
2571,220764.921875
2572,135650.09375
2573,210101.40625
2574,276608.6875
2575,128436.6171875
2576,128415.484375
2577,165222.3125
2578,87933.0625
2579,71002.359375
2580,123011.0234375
2581,119584.890625
2582,105838.109375
2583,255349.125
2584,151232.484375
2585,221816.015625
2586,221305.140625
2587,192243.234375
2588,127545.4375
2589,139579.640625
2590,220232.6875
2591,311335.78125
2592,216712.484375
2593,257746.328125
2594,164089.703125
2595,208159.875
2596,328376.8125
2597,168177.28125
2598,267611.96875
2599,333365.3125
2600,193455.390625
2601,150580.03125
2602,90022.3046875
2603,101593.5625
2604,96478.8984375
2605,84677.703125
2606,147556.96875
2607,197455.203125
2608,206076.453125
2609,165719.5625
2610,115389.8125
2611,155222.984375
2612,156619.53125
2613,133517.9375
2614,134425.5
2615,152720.609375
2616,138231.96875
2617,167269.890625
2618,193266.8125
2619,184232.015625
2620,180604.375
2621,173761.8125
2622,190797.03125
2623,234205.046875
2624,297535.46875
2625,271275.96875
2626,170055.8125
2627,163435.84375
2628,465157.53125
2629,531861.0625
2630,360043.46875
2631,483575.125
2632,419603.9375
2633,306125.4375
2634,434753.5
2635,152640.390625
2636,178911.65625
2637,165446.15625
2638,242118.421875
2639,182167.296875
2640,150913.265625
2641,105329.2578125
2642,227812.703125
2643,102471.6640625
2644,128906.046875
2645,103437.6640625
2646,100697.59375
2647,102461.3125
2648,139724.609375
2649,133502.65625
2650,139036.546875
2651,151673.796875
2652,448067.875
2653,222998.453125
2654,257552.953125
2655,374609.78125
2656,302906.1875
2657,336665.03125
2658,315195.9375
2659,303254.90625
2660,378163.15625
2661,342580.625
2662,348872.46875
2663,277123.40625
2664,282819.125
2665,300559.65625
2666,284115.28125
2667,168158.75
2668,177988.34375
2669,184666.859375
2670,268421.375
2671,175582.296875
2672,181629.984375
2673,222941.890625
2674,227459.484375
2675,174331.09375
2676,187730.46875
2677,192191.109375
2678,283458.875
2679,263453.03125
2680,268602.03125
2681,381144.4375
2682,304059.09375
2683,546469.25
2684,313001.84375
2685,347821.59375
2686,250131.609375
2687,356665.9375
2688,216430.875
2689,195076.78125
2690,473709.9375
2691,198172.421875
2692,146006.34375
2693,180869.125
2694,137166.71875
2695,186978.21875
2696,181017.5625
2697,189652.84375
2698,195332.796875
2699,189831.953125
2700,171199.578125
2701,150649.234375
2702,114168.453125
2703,126987.21875
2704,140319.6875
2705,125590.421875
2706,122438.421875
2707,129565.5234375
2708,130691.5546875
2709,108994.6171875
2710,122481.5390625
2711,262516.4375
2712,379417.84375
2713,169011.609375
2714,151355.40625
2715,169645.90625
2716,145598.859375
2717,177752.734375
2718,226074.65625
2719,158305.484375
2720,161171.65625
2721,140721.359375
2722,163216.046875
2723,133250.71875
2724,131633.5
2725,134419.421875
2726,147139.125
2727,171642.828125
2728,164497.046875
2729,144939.265625
2730,147578.515625
2731,119136.5859375
2732,124299.2890625
2733,150727.40625
2734,135730.953125
2735,139459.109375
2736,141213.328125
2737,126451.34375
2738,149377.703125
2739,161465.25
2740,134140.796875
2741,148314.0625
2742,149296.515625
2743,156053.296875
2744,153946.25
2745,137806.71875
2746,130601.75
2747,155106.515625
2748,130530.046875
2749,129225.4140625
2750,128705.0703125
2751,127384.6796875
2752,212490.96875
2753,137585.34375
2754,247003.4375
2755,119627.390625
2756,91447.03125
2757,74642.171875
2758,97509.140625
2759,147208.21875
2760,137016.59375
2761,148114.953125
2762,139808.765625
2763,183043.125
2764,157247.875
2765,269677.75
2766,145097.4375
2767,91605.1953125
2768,145177.8125
2769,147070.734375
2770,135119.859375
2771,112968.8046875
2772,122059.0625
2773,176530.40625
2774,137484.734375
2775,118986.6796875
2776,135425.421875
2777,133142.28125
2778,98415.9296875
2779,133455.203125
2780,98349.6640625
2781,95227.234375
2782,102451.0546875
2783,123772.921875
2784,122692.5234375
2785,125601.34375
2786,73643.09375
2787,121584.7578125
2788,85555.9921875
2789,174193.359375
2790,82968.078125
2791,117543.1171875
2792,63732.52734375
2793,158387.453125
2794,115197.2265625
2795,115700.671875
2796,103943
2797,212244.78125
2798,120001.8046875
2799,109199.0390625
2800,70746.0625
2801,102129.2890625
2802,146247.734375
2803,159001.46875
2804,136931.484375
2805,100782.59375
2806,90605.875
2807,152402.78125
2808,143408
2809,128903.625
2810,131042.390625
2811,160277.109375
2812,146049.046875
2813,170485.578125
2814,176632.125
2815,95415.03125
2816,211441.078125
2817,133099.8125
2818,132856.53125
2819,166061.890625
2820,148097.765625
2821,116332.46875
2822,207225.46875
2823,311444.625
2824,184038.171875
2825,155909.703125
2826,135207.359375
2827,146458.46875
2828,241994.03125
2829,175673.953125
2830,237632.15625
2831,169115.796875
2832,253438.703125
2833,312932.8125
2834,217029.1875
2835,215683.359375
2836,181920.59375
2837,159867.25
2838,156490.515625
2839,180656.796875
2840,192665.84375
2841,196453.953125
2842,227504.3125
2843,155447.578125
2844,168840.25
2845,119639.03125
2846,205839.421875
2847,207749.609375
2848,206241.984375
2849,207421.25
2850,280086.25
2851,241208.609375
2852,242224.5
2853,243404.609375
2854,143343.78125
2855,214621.71875
2856,201882.5625
2857,186866.078125
2858,205584.171875
2859,140273.34375
2860,126964.6875
2861,145646.140625
2862,192540.40625
2863,120482.9921875
2864,224166.6875
2865,143475.390625
2866,132530.921875
2867,104890.3515625
2868,105813.5859375
2869,117195.1484375
2870,137325.8125
2871,96123.296875
2872,67375.7265625
2873,98559.359375
2874,151135.4375
2875,109077.828125
2876,161836.734375
2877,130129.8984375
2878,174310.65625
2879,147980.9375
2880,114153.296875
2881,133868.265625
2882,168549.828125
2883,183987.421875
2884,182912.671875
2885,173091.328125
2886,204125.296875
2887,96632.171875
2888,123067.2734375
2889,58714.42578125
2890,89312.53125
2891,135401.75
2892,52468.9921875
2893,93559.0234375
2894,58558.84375
2895,296775.25
2896,287154.21875
2897,204680.796875
2898,144632.78125
2899,223969.859375
2900,156678.265625
2901,189500.6875
2902,215282.921875
2903,358524.53125
2904,287688.8125
2905,122455.3984375
2906,193271.3125
2907,119672.203125
2908,137958.3125
2909,144280.71875
2910,83464.1953125
2911,86730.0390625
2912,159083.671875
2913,90608.359375
2914,78005.9765625
2915,85715.40625
2916,91802.9375
2917,156161.03125
2918,124895.6484375
2919,240577.796875
